Year,MonthTxt,MonthNum,PeriodTxt,PeriodNum,Value
2017,AMJ,5,2017-AMJ,2017-05,0.303
2017,MJJ,6,2017-MJJ,2017-06,0.197
2017,JJA,7,2017-JJA,2017-07,0.426
2017,JAS,8,2017-JAS,2017-08,0.43
2017,ASO,9,2017-ASO,2017-09,0.176
2017,SON,10,2017-SON,2017-10,0.254
2017,OND,11,2017-OND,2017-11,0.095
2017,NDJ,12,2017-NDJ,2017-12,-0.18
2018,DJF,1,2018-DJF,2018-01,-0.388
2018,JFM,2,2018-JFM,2018-02,0.067
2018,FMA,3,2018-FMA,2018-03,-0.022
2018,MAM,4,2018-MAM,2018-04,0.051
2018,AMJ,5,2018-AMJ,2018-05,0.05
2018,MJJ,6,2018-MJJ,2018-06,-0.026
2018,JJA,7,2018-JJA,2018-07,-0.144
2018,JAS,8,2018-JAS,2018-08,-0.012
2018,ASO,9,2018-ASO,2018-09,0.329
2018,SON,10,2018-SON,2018-10,0.389
2018,OND,11,2018-OND,2018-11,0.367
2018,NDJ,12,2018-NDJ,2018-12,0.321
2019,DJF,1,2019-DJF,2019-01,0.393
2019,JFM,2,2019-JFM,2019-02,0.303
2019,FMA,3,2019-FMA,2019-03,0.253
2019,MAM,4,2019-MAM,2019-04,0.377
2019,AMJ,5,2019-AMJ,2019-05,0.471
2019,MJJ,6,2019-MJJ,2019-06,0.507
2019,JJA,7,2019-JJA,2019-07,0.333
2019,JAS,8,2019-JAS,2019-08,0.252
2019,ASO,9,2019-ASO,2019-09,0.257
2019,SON,10,2019-SON,2019-10,0.719
2019,OND,11,2019-OND,2019-11,0.667
2019,NDJ,12,2019-NDJ,2019-12,0.479
2020,DJF,1,2020-DJF,2020-01,0.676
2020,JFM,2,2020-JFM,2020-02,0.575
2020,FMA,3,2020-FMA,2020-03,0.387
2020,MAM,4,2020-MAM,2020-04,0.511
2020,AMJ,5,2020-AMJ,2020-05,0.434
2020,MJJ,6,2020-MJJ,2020-06,0.514
2020,JJA,7,2020-JJA,2020-07,0.443
2020,JAS,8,2020-JAS,2020-08,0.107
2020,ASO,9,2020-ASO,2020-09,0.004
2020,SON,10,2020-SON,2020-10,0.155
2020,OND,11,2020-OND,2020-11,0.103
2020,NDJ,12,2020-NDJ,2020-12,0.035
2021,DJF,1,2021-DJF,2021-01,-0.077
2021,JFM,2,2021-JFM,2021-02,0.061
2021,FMA,3,2021-FMA,2021-03,0.131
2021,MAM,4,2021-MAM,2021-04,0.035
2021,AMJ,5,2021-AMJ,2021-05,0.035
2021,MJJ,6,2021-MJJ,2021-06,-0.014
2021,JJA,7,2021-JJA,2021-07,0.092
2021,JAS,8,2021-JAS,2021-08,0.047
2021,ASO,9,2021-ASO,2021-09,0.078
2021,SON,10,2021-SON,2021-10,-0.069
2021,OND,11,2021-OND,2021-11,0.035
2021,NDJ,12,2021-NDJ,2021-12,0.124
2022,DJF,1,2022-DJF,2022-01,0.239
2022,JFM,2,2022-JFM,2022-02,0.037
2022,FMA,3,2022-FMA,2022-03,0.038
2022,MAM,4,2022-MAM,2022-04,0.157
2022,AMJ,5,2022-AMJ,2022-05,-0.057
2022,MJJ,6,2022-MJJ,2022-06,-0.09
2022,JJA,7,2022-JJA,2022-07,-0.231
2022,JAS,8,2022-JAS,2022-08,-0.075
2022,ASO,9,2022-ASO,2022-09,-0.095
2022,SON,10,2022-SON,2022-10,-0.349
2022,OND,11,2022-OND,2022-11,-0.135
2022,NDJ,12,2022-NDJ,2022-12,-0.001
2023,DJF,1,2023-DJF,2023-01,-0.084
2023,JFM,2,2023-JFM,2023-02,-0.057
2023,FMA,3,2023-FMA,2023-03,0.13
2023,MAM,4,2023-MAM,2023-04,0.412
2023,AMJ,5,2023-AMJ,2023-05,0.423
2023,MJJ,6,2023-MJJ,2023-06,0.602
2023,JJA,7,2023-JJA,2023-07,0.497
2023,JAS,8,2023-JAS,2023-08,0.75
2023,ASO,9,2023-ASO,2023-09,0.73
2023,SON,10,2023-SON,2023-10,0.784
2023,OND,11,2023-OND,2023-11,0.836
2023,NDJ,12,2023-NDJ,2023-12,1.012
2024,DJF,1,2024-DJF,2024-01,1.149
2024,JFM,2,2024-JFM,2024-02,1.076
2024,FMA,3,2024-FMA,2024-03,0.724
2024,MAM,4,2024-MAM,2024-04,0.782
2024,AMJ,5,2024-AMJ,2024-05,0.621
2024,MJJ,6,2024-MJJ,2024-06,0.543
2024,JJA,7,2024-JJA,2024-07,0.618
2024,JAS,8,2024-JAS,2024-08,0.618
2024,ASO,9,2024-ASO,2024-09,0.557
2024,SON,10,2024-SON,2024-10,0.784
2024,OND,11,2024-OND,2024-11,0.836
2024,NDJ,12,2024-NDJ,2024-12,1.012
2025,DJF,1,2025-DJF,2025-01,1.14
